ts,solar,wind,cons,market,spot
2019-01-13 11:00:00+00:00,1604.0,32679.4071,57076.0,13.782399690780798,27.06
2019-01-13 12:00:00+00:00,1425.0,33853.9584,55362.0,5.239297585012662,8.5
2019-01-13 13:00:00+00:00,1022.0,35230.7843,53967.0,3.0758499990950723,-0.08
2019-01-13 14:00:00+00:00,496.0,36446.183,53766.0,5.477080877599922,-0.01
2019-01-13 15:00:00+00:00,67.0,37443.1187,54768.0,6.270784209223985,-0.27
2019-01-13 16:00:00+00:00,0.0,38808.7761,58758.0,21.237335120791645,21.55
2019-01-13 17:00:00+00:00,0.0,39769.1823,60249.0,23.664826263937265,24.04
2019-01-13 18:00:00+00:00,0.0,40276.5389,59388.0,13.572345450335735,15.91
2019-01-13 19:00:00+00:00,0.0,41029.1466,56469.0,4.400845053635284,-0.02
2019-01-13 20:00:00+00:00,0.0,41168.2129,54628.0,1.6897020920953336,-0.33
2019-01-13 21:00:00+00:00,0.0,40695.2009,54410.0,4.5366024966160365,3.04
2019-01-13 22:00:00+00:00,0.0,40141.8324,51470.0,1.0921802450967966,-7.28
2019-01-13 23:00:00+00:00,0.0,39415.9826,48846.0,1.8085938527284728,-3.14
2019-01-14 00:00:00+00:00,0.0,38186.9496,47081.0,-0.756927936635158,-12.0
